2025-02-28 19:00:28 | CARD_CREATION | Card: ADM-ADM-001-20250228-Jf+K1hKvGFac | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:25:21 | CARD_CREATION | Card: TEST-CARD-002 | User: TEST-ADMIN | Outcome: SUCCESS
2025-02-28 22:25:21 | CARD_MODIFICATION | Card: TEST-CARD-003 | User: TEST-MANAGER | Outcome: SUCCESS | modification: Added HIGH floor access
2025-02-28 22:35:21 | CARD_REVOCATION | Card: TEST-CARD-003 | User: TEST-MANAGER | Outcome: SUCCESS
2025-02-28 22:25:21 | ACCESS_ATTEMPT | Card: TEST-CARD-001 | Location: TEST-LOCATION | Outcome: SUCCESS
2025-02-28 22:25:21 | CARD_CREATION | Card: STA-STD-123-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:21 | CARD_CREATION | Card: SEC-SEC-456-20250228-UAK+dEVMrYdH | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:25:21 | CARD_CREATION | Card: TES-COMP-789-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:21 | CARD_CREATION | Card: TES-COMP-789-20250228-iUzlY5a3KNSx | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: TEST-DEC-1740756336467 | User: TEST-SUPERADMIN | Outcome: SUCCESS
2025-03-01 06:25:36 | CARD_REVOCATION | Card: TEST-DEC-1740756336467 | User: TEST-SUPERADMIN | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_MODIFICATION | Card: TEST-DEC-1740756336514 | User: TEST-ADMIN | Outcome: SUCCESS | modification: Added access to room 301
2025-02-28 22:25:36 | ACCESS_ATTEMPT | Card: TEST-DEC-1740756336521 | Location: TEST-ROOM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | ACCESS_ATTEMPT | Card: ADM-ADMIN-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:25:36 | ACCESS_ATTEMPT | Card: EMP-EMP-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:25:36 | ACCESS_ATTEMPT | Card: VIS-VIS-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:25:36 | ACCESS_ATTEMPT | Card: ADM-ADMIN-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:25:36 | ACCESS_ATTEMPT | Card: EMP-EMP-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:25:36 | ACCESS_ATTEMPT | Card: VIS-VIS-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:25:36 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: TEST-CARD-002 | User: TEST-ADMIN | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_MODIFICATION | Card: TEST-CARD-003 | User: TEST-MANAGER | Outcome: SUCCESS | modification: Added HIGH floor access
2025-02-28 22:35:36 | CARD_REVOCATION | Card: TEST-CARD-003 | User: TEST-MANAGER | Outcome: SUCCESS
2025-02-28 22:25:36 | ACCESS_ATTEMPT | Card: TEST-CARD-001 | Location: TEST-LOCATION | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: STA-STD-123-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: SEC-SEC-456-20250228-UAK+dEVMrYdH | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: TES-COMP-789-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:36 | CARD_CREATION | Card: TES-COMP-789-20250228-iUzlY5a3KNSx | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: TEST-DEC-1740756348446 | User: TEST-SUPERADMIN | Outcome: SUCCESS
2025-03-01 06:25:48 | CARD_REVOCATION | Card: TEST-DEC-1740756348446 | User: TEST-SUPERADMIN | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_MODIFICATION | Card: TEST-DEC-1740756348496 | User: TEST-ADMIN | Outcome: SUCCESS | modification: Added access to room 301
2025-02-28 22:25:48 | ACCESS_ATTEMPT | Card: TEST-DEC-1740756348503 | Location: TEST-ROOM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | ACCESS_ATTEMPT | Card: ADM-ADMIN-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:25:48 | ACCESS_ATTEMPT | Card: EMP-EMP-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:25:48 | ACCESS_ATTEMPT | Card: VIS-VIS-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:25:48 | ACCESS_ATTEMPT | Card: ADM-ADMIN-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:25:48 | ACCESS_ATTEMPT | Card: EMP-EMP-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:25:48 | ACCESS_ATTEMPT | Card: VIS-VIS-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:25:48 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: TEST-CARD-002 | User: TEST-ADMIN | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_MODIFICATION | Card: TEST-CARD-003 | User: TEST-MANAGER | Outcome: SUCCESS | modification: Added HIGH floor access
2025-02-28 22:35:48 | CARD_REVOCATION | Card: TEST-CARD-003 | User: TEST-MANAGER | Outcome: SUCCESS
2025-02-28 22:25:48 | ACCESS_ATTEMPT | Card: TEST-CARD-001 | Location: TEST-LOCATION | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: STA-STD-123-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: SEC-SEC-456-20250228-UAK+dEVMrYdH | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: TES-COMP-789-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:25:48 | CARD_CREATION | Card: TES-COMP-789-20250228-iUzlY5a3KNSx | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: TEST-DEC-1740756407645 | User: TEST-SUPERADMIN | Outcome: SUCCESS
2025-03-01 06:26:47 | CARD_REVOCATION | Card: TEST-DEC-1740756407645 | User: TEST-SUPERADMIN | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_MODIFICATION | Card: TEST-DEC-1740756407687 | User: TEST-ADMIN | Outcome: SUCCESS | modification: Added access to room 301
2025-02-28 22:26:47 | ACCESS_ATTEMPT | Card: TEST-DEC-1740756407695 | Location: TEST-ROOM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | ACCESS_ATTEMPT | Card: ADM-ADMIN-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:26:47 | ACCESS_ATTEMPT | Card: EMP-EMP-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:26:47 | ACCESS_ATTEMPT | Card: VIS-VIS-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:26:47 | ACCESS_ATTEMPT | Card: ADM-ADMIN-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:26:47 | ACCESS_ATTEMPT | Card: EMP-EMP-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:26:47 | ACCESS_ATTEMPT | Card: VIS-VIS-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:26:47 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: TEST-CARD-002 | User: TEST-ADMIN | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_MODIFICATION | Card: TEST-CARD-003 | User: TEST-MANAGER | Outcome: SUCCESS | modification: Added HIGH floor access
2025-02-28 22:36:47 | CARD_REVOCATION | Card: TEST-CARD-003 | User: TEST-MANAGER | Outcome: SUCCESS
2025-02-28 22:26:47 | ACCESS_ATTEMPT | Card: TEST-CARD-001 | Location: TEST-LOCATION | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: STA-STD-123-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: SEC-SEC-456-20250228-UAK+dEVMrYdH | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: TES-COMP-789-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:26:47 | CARD_CREATION | Card: TES-COMP-789-20250228-iUzlY5a3KNSx | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: TEST-DEC-1740756469010 | User: TEST-SUPERADMIN | Outcome: SUCCESS
2025-03-01 06:27:49 | CARD_REVOCATION | Card: TEST-DEC-1740756469010 | User: TEST-SUPERADMIN | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_MODIFICATION | Card: TEST-DEC-1740756469053 | User: TEST-ADMIN | Outcome: SUCCESS | modification: Added access to room 301
2025-02-28 22:27:49 | ACCESS_ATTEMPT | Card: TEST-DEC-1740756469063 | Location: TEST-ROOM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | ACCESS_ATTEMPT | Card: ADM-ADMIN-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:27:49 | ACCESS_ATTEMPT | Card: EMP-EMP-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:27:49 | ACCESS_ATTEMPT | Card: VIS-VIS-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:27:49 | ACCESS_ATTEMPT | Card: ADM-ADMIN-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:27:49 | ACCESS_ATTEMPT | Card: EMP-EMP-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:27:49 | ACCESS_ATTEMPT | Card: VIS-VIS-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:27:49 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: TEST-CARD-002 | User: TEST-ADMIN | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_MODIFICATION | Card: TEST-CARD-003 | User: TEST-MANAGER | Outcome: SUCCESS | modification: Added HIGH floor access
2025-02-28 22:37:49 | CARD_REVOCATION | Card: TEST-CARD-003 | User: TEST-MANAGER | Outcome: SUCCESS
2025-02-28 22:27:49 | ACCESS_ATTEMPT | Card: TEST-CARD-001 | Location: TEST-LOCATION | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: STA-STD-123-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: SEC-SEC-456-20250228-UAK+dEVMrYdH | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: TES-COMP-789-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:27:49 | CARD_CREATION | Card: TES-COMP-789-20250228-iUzlY5a3KNSx | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: TEST-DEC-1740756484652 | User: TEST-SUPERADMIN | Outcome: SUCCESS
2025-03-01 06:28:04 | CARD_REVOCATION | Card: TEST-DEC-1740756484652 | User: TEST-SUPERADMIN | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_MODIFICATION | Card: TEST-DEC-1740756484698 | User: TEST-ADMIN | Outcome: SUCCESS | modification: Added access to room 301
2025-02-28 22:28:04 | ACCESS_ATTEMPT | Card: TEST-DEC-1740756484708 | Location: TEST-ROOM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: ADM-ADM-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | ACCESS_ATTEMPT | Card: ADM-ADMIN-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:28:04 | ACCESS_ATTEMPT | Card: EMP-EMP-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:28:04 | ACCESS_ATTEMPT | Card: VIS-VIS-001-20250228 | Location: Floor: LOW | Outcome: SUCCESS
2025-02-28 22:28:04 | ACCESS_ATTEMPT | Card: ADM-ADMIN-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:28:04 | ACCESS_ATTEMPT | Card: EMP-EMP-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:28:04 | ACCESS_ATTEMPT | Card: VIS-VIS-001-20250228 | Location: Floor: LOW | Outcome: FAILURE
2025-02-28 22:28:04 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: ADM-ADMIN-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: EMP-EMP-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: VIS-VIS-001-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: TEST-CARD-002 | User: TEST-ADMIN | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_MODIFICATION | Card: TEST-CARD-003 | User: TEST-MANAGER | Outcome: SUCCESS | modification: Added HIGH floor access
2025-02-28 22:38:04 | CARD_REVOCATION | Card: TEST-CARD-003 | User: TEST-MANAGER | Outcome: SUCCESS
2025-02-28 22:28:04 | ACCESS_ATTEMPT | Card: TEST-CARD-001 | Location: TEST-LOCATION | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: STA-STD-123-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: SEC-SEC-456-20250228-UAK+dEVMrYdH | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: TES-COMP-789-20250228 | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:28:04 | CARD_CREATION | Card: TES-COMP-789-20250228-iUzlY5a3KNSx | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:35:22 | CARD_CREATION | Card: ADM-ADM-001-20250228-Jf+K1hKvGFac | User: SYSTEM-SECURE | Outcome: SUCCESS
2025-02-28 22:35:22 | CARD_CREATION | Card: ADM-ADM-001-20250228-Jf+K1hKvGFac | User: SYSTEM | Outcome: SUCCESS
2025-02-28 22:35:22 | CARD_CREATION | Card: MAN-MGR-001-20250228 | User: SYSTEM | Outcome: SUCCESS
